XH,Pts_D,Pct_D,Avg1_D,Avg2_D,Tot_D,TO_D,Pts_O,Pct_O,Avg1_O,Avg2_O,Tot_O,TO_O,classifyRes,markRes,recomRes,RankScore,Abs,Rel,trueRank,countRecom,tsne,LDA
Ohio,0.3223443223443224,0.5215311004784691,0.2857142857142857,0.5517241379310343,0.39375,0.375,0.25336927223719674,0.29302325581395344,0.5178571428571429,0.4523809523809525,0.3227848101265821,0.5714285714285715,1,-1,-1,2.49200975,79,,78,0,"[0.18618435472653608, 0.4413148464918974]","[0.4430623858080176, 0.2345327054303229]"
Washington,0.3223443223443224,0.7607655502392346,0.14285714285714285,0.4827586206896553,0.5250000000000001,0.5833333333333333,0.5148247978436657,0.7534883720930233,0.5357142857142857,0.4761904761904764,0.360759493670886,0.2380952380952381,1,-1,-1,2.91238206,55,,53,0,"[0.5897064495271883, 0.5499941659480453]","[0.5355252221571597, 0.1528338637788142]"
Utah,0.32600732600732596,0.5550239234449761,0.2857142857142857,0.4482758620689654,0.4125000000000001,0.375,0.5444743935309974,0.6046511627906979,0.5535714285714286,0.4523809523809525,0.32911392405063283,0.2380952380952381,1,-1,-1,2.56100261,76,,81,0,"[0.5499620067981589, 0.4852644458794785]","[0.43574135688283283, 0.18133010218509688]"
Western Michigan,0.32600732600732596,0.29186602870813383,0.4000000000000001,0.5172413793103448,0.29375,0.4166666666666666,0.6118598382749325,0.9488372093023258,0.5535714285714286,0.7380952380952382,0.4050632911392404,0.38095238095238093,0,-1,-1,2.45748706,84,,88,0,"[0.7704342947296415, 0.37174439143530974]","[0.38125586212486395, 0.3708367198759561]"
Colorado State,0.3333333333333334,0.3492822966507177,0.6000000000000002,0.5862068965517241,0.51875,0.3333333333333333,0.6145552560646899,0.7627906976744188,0.6249999999999999,0.880952380952381,0.550632911392405,0.2857142857142858,1,1,-1,2.8909624,57,,59,0,"[0.76541982854649, 0.46180127389103814]","[0.5409075999445196, 0.5153328978090873]"
Central Michigan,0.33699633699633696,0.5358851674641149,0.2857142857142857,0.4827586206896553,0.3062500000000001,0.4166666666666666,0.4258760107816711,0.7441860465116281,0.4821428571428572,0.5714285714285715,0.4999999999999999,0.6666666666666669,1,-1,-1,2.51610815,78,,83,0,"[0.6665895667779163, 0.29805584457056516]","[0.43471217174184407, 0.4657836289836085]"
Northwestern,0.33699633699633696,0.3684210526315789,0.4000000000000001,0.4482758620689654,0.3875,0.6666666666666665,0.3207547169811321,0.4604651162790698,0.3749999999999999,0.261904761904762,0.3797468354430379,0.5714285714285715,1,-1,-1,2.54240898,77,,68,0,"[0.23118180394198268, 0.32621292163052623]","[0.449859129154404, 0.22694354012745288]"
USC,0.33699633699633696,0.5311004784688995,0.2857142857142857,0.4482758620689654,0.5625,0.4583333333333333,0.6657681940700807,1.0,0.4821428571428572,0.6428571428571429,0.5949367088607593,0.09523809523809527,1,-1,-1,2.79796816,64,,66,0,"[0.9294672347384424, 0.49529032618732466]","[0.516600933072129, 0.15322867034105217]"
Baylor,0.347985347985348,0.3301435406698565,0.1142857142857144,0.4482758620689654,0.34375,0.5416666666666666,1.0,0.6790697674418608,0.5714285714285714,0.7619047619047621,1.0,0.1428571428571429,0,-1,-1,2.24086616,96,,99,0,"[0.9162366960275456, 0.23712211062379351]","[0.40073573825048064, 0.3730979683833249]"
Florida State,0.3516483516483517,0.444976076555024,0.4000000000000001,0.5172413793103448,0.4312500000000001,0.4999999999999999,0.6091644204851752,0.7627906976744188,0.5357142857142857,0.7142857142857145,0.550632911392405,0.7619047619047621,1,-1,-1,2.734673,67,,62,0,"[0.7280785547345777, 0.30704070125782335]","[0.48753671720965774, 0.6894206493391283]"
Iowa,0.3516483516483517,0.2870813397129188,0.4571428571428573,0.4482758620689654,0.1625000000000001,0.2083333333333333,0.4609164420485176,0.6046511627906979,0.5,0.5000000000000001,0.4556962025316455,0.4761904761904763,0,-1,-1,2.15588326,100,,108,0,"[0.5762236970698563, 0.35051022371015594]","[0.3266473631402595, 0.35361662167208424]"
Northern Illinois,0.3516483516483517,0.4976076555023925,0.4000000000000001,0.5172413793103448,0.46875,0.4166666666666666,0.549865229110512,0.5534883720930234,0.6785714285714285,0.5714285714285715,0.5379746835443038,0.09523809523809527,1,-1,-1,2.78912581,65,,60,0,"[0.6046063973519722, 0.4866459099318252]","[0.5165923847878638, 0.223112962065454]"
Georgia Tech,0.3553113553113553,0.7272727272727274,0.6571428571428571,0.7931034482758619,0.45,0.5833333333333333,0.7223719676549865,0.2139534883720932,0.857142857142857,0.7857142857142859,0.6772151898734177,0.2857142857142858,2,-1,1,3.66264118,24,,24,1,"[0.0774539531294745, 0.8234100384027908]","[0.7682320369354316, 0.888888086658082]"
East Carolina,0.35897435897435903,0.4354066985645932,0.14285714285714285,0.37931034482758597,0.375,0.3333333333333333,0.6657681940700807,0.7209302325581398,0.6249999999999999,0.7380952380952382,0.9367088607594936,0.523809523809524,0,-1,-1,2.17972015,98,,106,0,"[0.8072837892500503, 0.23987334118959414]","[0.3872215679537245, 0.5017259633779173]"
Georgia Southern,0.35897435897435903,0.5645933014354068,0.4857142857142858,0.5862068965517241,0.4625000000000001,0.3333333333333333,0.6495956873315364,0.4139534883720931,0.9821428571428572,0.8571428571428573,0.4303797468354431,0.19047619047619055,1,-1,-1,2.96255018,52,,57,0,"[0.04836665381981138, 0.779632725414021]","[0.5428251447301131, 0.6366926119779317]"
Oklahoma,0.3626373626373626,0.4114832535885166,0.0571428571428572,0.37931034482758597,0.3812500000000001,0.3333333333333333,0.6819407008086252,0.31627906976744186,0.857142857142857,0.7142857142857145,0.5189873417721518,0.523809523809524,0,-1,-1,1.98679298,107,,107,0,"[0.6040580613744102, 0.1688829807567687]","[0.2936438167448264, 0.49060803861382296]"
UTSA,0.3626373626373626,0.4736842105263159,0.22857142857142865,0.4137931034482759,0.3500000000000001,0.375,0.1617250673854448,0.4372093023255815,0.3571428571428571,0.261904761904762,0.15189873417721508,0.523809523809524,0,0,-1,2.25170102,95,,91,0,"[0.1066756891355676, 0.3527432762393535]","[0.3559606927794428, 0.0]"
Louisiana,0.3663003663003663,0.827751196172249,0.3714285714285714,0.6551724137931035,0.33125000000000004,0.25,0.4959568733153638,0.7767441860465116,0.7321428571428572,0.5952380952380955,0.4746835443037974,0.19047619047619055,1,1,1,3.1837833,41,,56,1,"[0.8583967226911648, 0.5806514074998687]","[0.5868027800526008, 0.31825549575110035]"
Louisiana-Monroe,0.3772893772893773,0.5023923444976078,0.42857142857142855,0.4482758620689654,0.29375,0.25,0.24258760107816715,0.5720930232558139,0.17857142857142852,0.30952380952380965,0.2594936708860758,0.33333333333333337,1,-1,-1,2.47868638,80,,87,0,"[0.04480166000331965, 0.3779170527364198]","[0.4333131721273861, 0.05821411717492949]"
Pitt,0.3772893772893773,0.27751196172248804,0.4857142857142858,0.5517241379310343,0.29375,0.16666666666666669,0.5579514824797844,0.6232558139534885,0.7142857142857142,0.6666666666666669,0.5949367088607593,0.38095238095238093,1,0,1,2.42772706,86,,97,1,"[0.694218418059316, 0.4046903491726063]","[0.3936456386350661, 0.362033650777409]"
Nebraska,0.3809523809523809,0.03827751196172237,0.5428571428571429,0.4827586206896553,0.29375,0.4583333333333333,0.719676549865229,0.2465116279069767,0.7142857142857142,0.6666666666666669,0.5063291139240506,0.5714285714285715,0,0,-1,2.19867868,97,,93,0,"[0.600772206157685, 0.2486683307651756]","[0.3380320020857264, 0.6526239218974025]"
South Alabama,0.3809523809523809,0.3971291866028708,0.4857142857142858,0.5517241379310343,0.4000000000000001,0.375,0.30727762803234493,0.2465116279069767,0.5357142857142857,0.4285714285714287,0.4177215189873416,0.7142857142857145,1,-1,-1,2.61832656,73,,70,0,"[0.2002064227387497, 0.478028833806444]","[0.4710879352569925, 0.41990710653772406]"
Wake Forest,0.3809523809523809,0.6172248803827753,0.4571428571428573,0.4137931034482759,0.3187500000000001,0.375,0.09973045822102428,0.5023255813953489,0.0,0.0,0.0,0.523809523809524,1,-1,-1,2.65792371,70,,73,0,"[0.0, 0.3855371659710428]","[0.4650369707309856, 0.0013128943437962942]"
Auburn,0.391941391941392,0.4784688995215313,0.4857142857142858,0.5862068965517241,0.4937500000000001,0.5833333333333333,0.6576819407008085,0.7023255813953492,0.75,0.7857142857142859,0.6265822784810126,0.38095238095238093,2,1,1,3.11159242,46,,44,1,"[0.7551259873398283, 0.5211291899590406]","[0.5866523013665577, 0.618182228943122]"
Boise State,0.3956043956043957,0.4641148325358852,0.31428571428571433,0.4137931034482759,1.0,0.625,0.7708894878706201,0.9813953488372096,0.6428571428571429,0.7380952380952382,0.620253164556962,0.4761904761904763,2,2,-1,3.16337552,43,,36,0,"[1.0, 0.45687830730709933]","[0.6045665644330183, 0.37595544271062203]"
Hawaii,0.3956043956043957,0.4880382775119617,0.4000000000000001,0.5862068965517241,0.425,0.3333333333333333,0.2641509433962264,0.0651162790697674,0.4285714285714286,0.33333333333333337,0.32911392405063283,0.6666666666666669,1,-1,-1,2.6353125,72,,64,0,"[0.16912695711199965, 0.5049883542972599]","[0.48388143555752305, 0.26211402240550347]"
North Carolina State,0.402930402930403,0.3875598086124401,0.4000000000000001,0.4137931034482759,0.40625,0.3333333333333333,0.5148247978436657,0.5209302325581395,0.6964285714285714,0.6190476190476192,0.4683544303797467,0.2380952380952381,1,-1,-1,2.47077611,81,,85,0,"[0.5856369429586324, 0.4431853517699187]","[0.4201038309836479, 0.33873634866555125]"
South Florida,0.402930402930403,1.0,0.4857142857142858,0.5862068965517241,0.45625,0.4166666666666666,0.16442048517520216,0.07441860465116289,0.3749999999999999,0.3571428571428573,0.0569620253164556,0.4761904761904763,2,2,-1,3.37956704,36,,29,0,"[0.0710591043671771, 0.6019302475908728]","[0.6915479782079496, 0.510363968983731]"
Ball State,0.4102564102564103,0.6937799043062204,0.5714285714285714,0.6551724137931035,0.4937500000000001,0.5416666666666666,0.4474393530997305,0.4232558139534886,0.5,0.4285714285714287,0.3797468354430379,0.2857142857142858,2,-1,-1,3.45457037,32,,28,0,"[0.49520906423908506, 0.6415965446356983]","[0.6852293405898823, 0.36596731670224947]"
Cincinnati,0.4102564102564103,0.6267942583732057,0.5714285714285714,0.6896551724137929,0.4937500000000001,0.4583333333333333,0.6172506738544474,0.5720930232558139,0.5714285714285714,0.6904761904761906,0.6012658227848101,0.4761904761904763,2,2,1,3.39931735,35,,33,1,"[0.6819038401798, 0.6213153058305488]","[0.6751607028568194, 0.6430658110719856]"
Nevada,0.4102564102564103,0.870813397129187,0.5714285714285714,0.6551724137931035,0.6312500000000001,0.5833333333333333,0.4878706199460917,0.5255813953488373,0.6249999999999999,0.4761904761904764,0.4303797468354431,0.2380952380952381,2,-1,-1,3.82182033,20,,18,0,"[0.5516773194618672, 0.65583977380966]","[0.7850778950060406, 0.4517470805477727]"
Navy,0.413919413919414,0.8373205741626798,0.6000000000000002,0.6206896551724137,0.45625,0.29166666666666663,0.5579514824797844,0.004651162790697742,0.8392857142857142,0.7142857142857145,0.4050632911392404,0.4761904761904763,2,-1,-1,3.33613984,38,,35,0,"[0.14785881254883007, 0.7972657331592291]","[0.6765512711241864, 0.9666177605793216]"
Brigham Young,0.4212454212454213,0.4880382775119617,0.14285714285714285,0.31034482758620696,0.46875,0.5416666666666666,0.7008086253369272,0.5674418604651162,0.5178571428571429,0.5476190476190478,0.6772151898734177,0.6666666666666669,1,-1,-1,2.36637517,89,,82,0,"[0.710803117389871, 0.23062528223179624]","[0.41398718180144933, 0.5592954879676675]"
West Virginia,0.424908424908425,0.2535885167464115,0.4571428571428573,0.4827586206896553,0.3500000000000001,0.16666666666666669,0.6037735849056604,0.7488372093023259,0.5178571428571429,0.5952380952380955,0.7341772151898732,0.7142857142857145,1,-1,-1,2.38307011,88,,98,0,"[0.7146507433015858, 0.34225853512072135]","[0.3892682250683509, 0.46477327667142065]"
Texas State,0.4285714285714286,0.7320574162679427,0.5428571428571429,0.5862068965517241,0.4750000000000001,0.375,0.6118598382749325,0.8279069767441866,0.7142857142857142,0.6428571428571429,0.5632911392405062,0.1428571428571429,2,-1,-1,3.43016374,33,,40,0,"[0.8407624272692186, 0.561876136993135]","[0.6594630221723177, 0.4673433879910825]"
Arizona State,0.4358974358974359,0.5598086124401914,0.3428571428571429,0.5517241379310343,0.3687500000000001,0.5833333333333333,0.6954177897574123,0.5860465116279072,0.5357142857142857,0.5952380952380955,0.5632911392405062,0.1428571428571429,1,-1,-1,2.95893902,53,,50,0,"[0.6488513915545175, 0.5187802725425642]","[0.5495208161241883, 0.35722767609454115]"
Texas A&M,0.4432234432234433,0.4019138755980862,0.6285714285714287,0.6551724137931035,0.5625,0.125,0.6495956873315364,0.7906976744186046,0.5892857142857142,0.6904761904761906,0.5569620253164557,0.38095238095238093,1,-1,-1,3.12709018,44,,55,0,"[0.7537014085262127, 0.4649135990724662]","[0.56659090149824, 0.3447544524549019]"
UCLA,0.4432234432234433,0.6650717703349285,0.2857142857142857,0.4137931034482759,0.53125,0.2083333333333333,0.6037735849056604,0.9720930232558144,0.6428571428571429,0.6428571428571429,0.5759493670886074,0.2380952380952381,1,-1,-1,2.85481146,59,,74,0,"[0.9016895336939388, 0.5105411263142758]","[0.5067990401989847, 0.2784418308534354]"
UTEP,0.4432234432234433,0.19138755980861247,0.6857142857142858,0.7931034482758619,0.125,0.375,0.4177897574123989,0.36279069767441857,0.6071428571428571,0.4523809523809525,0.19620253164556947,0.09523809523809527,1,-1,-1,2.84780846,60,,67,0,"[0.8357442416537474, 0.747436816928715]","[0.4512060810240208, 0.0461139901235224]"
