XH,Pts_D,Pct_D,Avg1_D,Avg2_D,Tot_D,TO_D,Pts_O,Pct_O,Avg1_O,Avg2_O,Tot_O,TO_O,classifyRes,markRes,recomRes,RankScore,Abs,Rel,trueRank,countRecom,tsne,LDA
Arizona,0.4468864468864469,0.8468899521531106,0.3714285714285714,0.5862068965517241,0.6187500000000001,0.4999999999999999,0.6307277628032344,0.4232558139534886,0.5535714285714286,0.5476190476190478,0.6582278481012657,0.2857142857142858,1,-1,-1,0.04932938,55,,27,0,"[0.6062340379869268, 0.6416514313230917]","[0.5384652862873165, 0.1910772510278074]"
Tulane,0.4542124542124542,0.5119617224880383,0.4000000000000001,0.5517241379310343,0.39375000000000004,0.6666666666666665,0.1320754716981132,0.3069767441860467,0.5178571428571429,0.33333333333333337,0.28481012658227844,0.6666666666666669,1,-1,-1,0.34279179,37,,46,0,"[0.201375496801058, 0.41420648819820777]","[0.38048656192899494, 0.5280676025113504]"
Rice,0.4578754578754579,0.3301435406698565,0.42857142857142855,0.5862068965517241,0.34375,0.3333333333333333,0.47708894878706204,0.48372093023255824,0.4464285714285714,0.5238095238095238,0.3227848101265821,0.09523809523809529,1,-1,-1,-0.09489488,62,,76,0,"[0.49600369697504815, 0.507894936589553]","[0.3691466034894585, 0.40206990791325825]"
Kent State,0.4761904761904762,0.4354066985645932,0.5714285714285714,0.6206896551724137,0.48124999999999996,0.3333333333333333,0.14285714285714282,0.3488372093023257,0.3392857142857143,0.33333333333333337,0.23417721518987336,0.5714285714285715,1,-1,1,0.66199277,22,,49,1,"[0.19736995167952257, 0.5668371664511771]","[0.4130432534746242, 0.4017392866229384]"
Notre Dame,0.4835164835164835,0.6028708133971291,0.4000000000000001,0.5517241379310343,0.44999999999999996,0.4583333333333333,0.5849056603773584,0.5674418604651162,0.5357142857142857,0.6428571428571429,0.6012658227848101,0.6190476190476192,1,-1,-1,-0.16298849,70,,48,0,"[0.7025995289395451, 0.5815692705622703]","[0.5521472756338367, 0.6246018230350439]"
Appalachian State,0.4908424908424908,0.5933014354066988,0.3428571428571429,0.48275862068965525,0.26875000000000004,0.29166666666666663,0.6388140161725065,0.6558139534883723,0.7321428571428572,0.6904761904761906,0.6075949367088606,0.523809523809524,1,-1,-1,-0.282683,80,,77,0,"[0.8108968351480411, 0.40906502993683086]","[0.5421819767990093, 0.6794676927493305]"
San Jose State,0.4908424908424908,0.37799043062200965,0.742857142857143,0.5172413793103448,0.2562500000000001,0.25,0.22102425876010784,0.716279069767442,0.4285714285714286,0.4285714285714287,0.43670886075949356,0.7142857142857145,1,-1,-1,0.28031564,41,,63,0,"[0.38987801489723656, 0.48276987307879776]","[0.48043087868747847, 0.6550581422689289]"
Connecticut,0.5054945054945056,0.5358851674641149,0.4000000000000001,0.41379310344827586,0.3812500000000001,0.25,0.11859838274932614,0.30232558139534893,0.3571428571428571,0.261904761904762,0.9050632911392406,0.761904761904762,1,-1,-1,0.34591754,36,,75,0,"[0.07513353891712161, 0.49462084086741487]","[0.5281729049716103, 0.47132393485251484]"
North Texas,0.5054945054945056,0.5693779904306222,0.42857142857142855,0.5172413793103448,0.26875000000000004,0.4583333333333333,0.4339622641509434,0.33023255813953506,0.4642857142857142,0.3571428571428573,0.22151898734177214,0.523809523809524,1,-1,-1,0.27079753,42,,58,0,"[0.2597336073086363, 0.4936484695674076]","[0.4197716512211993, 0.8269633282670336]"
UAB,0.5091575091575091,0.2583732057416268,0.4571428571428573,0.5862068965517241,0.38749999999999996,0.375,0.5956873315363882,0.6558139534883723,0.5178571428571429,0.5000000000000001,0.4999999999999999,0.523809523809524,1,-1,-1,-0.29976723,82,,71,0,"[0.6448979056965793, 0.3741658890224362]","[0.4930017893265687, 0.6702569060114589]"
Maryland,0.5201465201465202,0.37320574162679426,0.48571428571428577,0.5172413793103448,0.5125,0.41666666666666663,0.4690026954177897,0.32093023255813957,0.4285714285714286,0.45238095238095244,0.2025316455696202,0.4761904761904763,1,-1,-1,0.21303982,48,,51,0,"[0.2992103191179998, 0.5498783388101771]","[0.4131243946195255, 0.68975371159824]"
Rutgers,0.5201465201465202,0.5885167464114833,0.7714285714285715,0.8275862068965517,0.43125000000000013,0.29166666666666663,0.42048517520215634,0.37674418604651183,0.5357142857142857,0.6190476190476192,0.2658227848101265,0.38095238095238104,1,-1,-1,0.55850645,26,,26,0,"[0.32714440257535965, 0.769293706577283]","[0.5294114017207995, 0.3906503738948791]"
South Carolina,0.5274725274725275,0.688995215311005,0.742857142857143,0.7586206896551724,0.51875,0.3333333333333333,0.5795148247978437,0.5395348837209305,0.5535714285714286,0.6428571428571429,0.5822784810126581,0.4285714285714287,1,-1,-1,0.25900413,44,,23,0,"[0.6056427569535607, 0.7411403604970472]","[0.6241280745131015, 0.35171573167235165]"
Arkansas State,0.5311355311355311,0.4928229665071771,0.5428571428571429,0.5517241379310343,0.45625000000000004,0.625,0.6900269541778976,0.6511627906976747,0.6428571428571429,0.6190476190476192,0.5759493670886074,0.4761904761904763,1,-1,-1,-0.40321311,86,,37,0,"[0.7226014380634077, 0.5592769008454829]","[0.5436527291764475, 0.670748930694144]"
Toledo,0.5311355311355311,0.6315789473684211,0.20000000000000004,0.6206896551724137,0.4750000000000001,0.16666666666666669,0.6873315363881402,0.632558139534884,0.8035714285714285,0.761904761904762,0.6582278481012657,0.2857142857142858,1,-1,1,-0.15811957,69,,65,1,"[0.8570856323901177, 0.4493924864062365]","[0.6009597865262528, 0.2755232625002494]"
Oklahoma State,0.5567765567765568,0.6220095693779907,0.3714285714285714,0.6206896551724137,0.48750000000000004,0.16666666666666669,0.444743935309973,0.36279069767441857,0.39285714285714285,0.4761904761904764,0.29113924050632894,0.4761904761904763,1,-1,-1,0.56910702,24,,52,0,"[0.31443017648891797, 0.6315210491784108]","[0.5273947669443904, 0.5463806068328114]"
Kentucky,0.5604395604395606,0.47368421052631593,0.48571428571428577,0.5172413793103448,0.51875,0.4999999999999999,0.48787061994609165,0.4046511627906976,0.49999999999999994,0.4761904761904764,0.3164556962025316,0.2857142857142858,1,-1,-1,0.12036496,53,,42,0,"[0.42111565337990803, 0.5844175371827298]","[0.4506356694792038, 0.5487597606178111]"
Buffalo,0.5677655677655679,0.13397129186602863,0.42857142857142855,0.6551724137931035,0.26249999999999996,0.29166666666666663,0.5714285714285713,0.7581395348837211,0.5535714285714286,0.6190476190476192,0.4999999999999999,0.4285714285714287,1,-1,1,-0.43595104,89,,86,1,"[0.6739295733824344, 0.38278101173527684]","[0.5184024350377583, 0.7162859689622669]"
Middle Tennessee State,0.5677655677655679,0.6555023923444977,0.42857142857142855,0.6551724137931035,0.5687500000000001,0.41666666666666663,0.5525606469002695,0.8232558139534885,0.6249999999999999,0.5952380952380955,0.43670886075949356,0.6190476190476192,1,-1,-1,0.14732316,51,,32,0,"[0.7299416983140268, 0.6437813926010268]","[0.627038866967604, 0.467777758683536]"
Oregon State,0.5714285714285715,0.5358851674641149,0.5142857142857142,0.6206896551724137,0.48750000000000004,0.3333333333333333,0.3935309973045822,0.6418604651162791,0.4464285714285714,0.5238095238095238,0.4113924050632911,0.23809523809523814,1,-1,-1,0.25885981,45,,41,0,"[0.4498204458435137, 0.6406499843757578]","[0.523393029174785, 0.3245845482397022]"
Purdue,0.5750915750915752,0.4354066985645932,0.5142857142857142,0.5517241379310343,0.5062500000000001,0.375,0.3423180592991914,0.2837209302325583,0.6071428571428571,0.3571428571428573,0.18987341772151897,0.6190476190476192,1,-1,-1,0.54437661,27,,47,0,"[0.24372656885527358, 0.554419098345445]","[0.4608375813217073, 0.6459149400462819]"
Miami (OH),0.5787545787545788,0.6698564593301438,0.6571428571428571,0.689655172413793,0.5625,0.4583333333333333,0.30188679245283023,0.03255813953488353,0.3749999999999999,0.5000000000000001,0.39240506329113917,0.4761904761904763,1,-1,1,0.70668365,19,,22,1,"[0.23792601077587539, 0.6924126337579168]","[0.531809312535838, 0.5017040202787713]"
Fresno State,0.6007326007326007,0.6028708133971291,0.5142857142857142,0.7931034482758619,0.35624999999999996,0.29166666666666663,0.41509433962264153,0.40930232558139534,0.5714285714285714,0.4285714285714287,0.43037974683544306,0.5714285714285715,1,-1,-1,0.50254765,28,,39,0,"[0.3367300937090617, 0.7048994124807878]","[0.6040131180784883, 0.5584343363698542]"
Indiana,0.6153846153846153,0.6650717703349285,0.6000000000000002,0.6206896551724137,0.5062500000000001,0.29166666666666663,0.37735849056603776,0.2837209302325583,0.8214285714285714,0.5476190476190478,0.28481012658227844,0.4285714285714287,1,-1,-1,0.68484333,21,,31,0,"[0.24598368664231596, 0.7685624804238246]","[0.5460591433053406, 0.42591117621717284]"
Wyoming,0.6153846153846153,0.8660287081339714,0.6857142857142858,0.8620689655172413,0.42500000000000004,0.25,0.2695417789757413,0.40930232558139534,0.49999999999999994,0.5238095238095238,0.2594936708860758,0.38095238095238104,1,-1,1,1.03313512,8,,19,1,"[0.3145726957568989, 0.8031553140191319]","[0.6205878009785857, 0.31055474086459756]"
Army,0.6190476190476191,0.9377990430622011,0.7142857142857143,0.8620689655172413,0.4750000000000001,0.25,0.37196765498652284,0.0,0.7321428571428572,0.5238095238095238,0.24050632911392408,0.19047619047619058,1,-1,-1,1.15660591,5,,17,0,"[0.20534796135548614, 0.8124417225554177]","[0.5840029034465087, 0.22484152487870862]"
Massachusetts,0.6227106227106228,0.6315789473684211,0.5428571428571429,0.5862068965517241,0.575,0.29166666666666663,0.43665768194070087,0.33023255813953506,0.3749999999999999,0.5476190476190478,0.4999999999999999,0.5714285714285715,1,-1,-1,0.48651362,30,,34,0,"[0.32681700727202945, 0.6688064421542481]","[0.6074468014594151, 0.6214409134713874]"
Kansas,0.6336996336996337,0.5119617224880383,0.742857142857143,0.7931034482758619,0.48124999999999996,0.4583333333333333,0.18059299191374664,0.3116279069767441,0.3214285714285714,0.2857142857142857,0.13291139240506314,0.38095238095238104,1,-1,1,0.8921799,13,,21,1,"[0.20702391837543996, 0.6629892789991775]","[0.5013350419564047, 0.46317062416532845]"
Vanderbilt,0.6336996336996337,0.688995215311005,0.4571428571428573,0.5862068965517241,0.48124999999999996,0.16666666666666669,0.16442048517520214,0.1302325581395348,0.3749999999999999,0.30952380952380965,0.11392405063291143,0.8095238095238096,1,-1,1,1.22025698,3,,45,1,"[0.1301216945394317, 0.599459761781226]","[0.5384026897418512, 0.7575476315099714]"
Bowling Green State,0.6410256410256411,0.5885167464114833,0.6285714285714287,0.689655172413793,0.7437500000000001,0.7083333333333333,0.5094339622641508,0.48372093023255824,0.5535714285714286,0.5000000000000001,0.4999999999999999,0.4285714285714287,1,-1,-1,0.19884311,50,,12,0,"[0.5422834956173875, 0.7201718110047143]","[0.6097650311122771, 0.393383978538901]"
Illinois,0.6593406593406594,0.4832535885167463,0.6285714285714287,0.689655172413793,0.51875,0.3333333333333333,0.398921832884097,0.6279069767441863,0.4285714285714286,0.4761904761904764,0.3037974683544304,0.4761904761904763,1,-1,1,0.47087121,32,,30,1,"[0.40975796927060865, 0.7087258685889001]","[0.5922777227938473, 0.5669928970207021]"
Florida Atlantic,0.673992673992674,0.5358851674641149,0.7714285714285715,0.7586206896551724,0.5375000000000001,0.25,0.3477088948787062,0.40930232558139534,0.5535714285714286,0.4761904761904764,0.2531645569620253,0.38095238095238104,1,-1,1,0.7964908,17,,25,1,"[0.3472735525197144, 0.774176779201782]","[0.5901570088525688, 0.4294945165910392]"
Southern Mississippi,0.7106227106227107,0.7607655502392346,0.742857142857143,0.8275862068965517,0.5687500000000001,0.25,0.21293800539083557,0.46046511627906983,0.3214285714285714,0.40476190476190477,0.4113924050632911,0.7142857142857145,1,-1,-1,1.12595129,7,,16,0,"[0.3755706696233191, 0.9240255399629825]","[0.7230580784080154, 0.49255199168565655]"
New Mexico,0.728937728937729,0.6028708133971291,0.8571428571428571,0.9655172413793102,0.7125000000000001,0.375,0.4474393530997305,0.15813953488372093,0.9107142857142857,0.7380952380952382,0.17088607594936703,0.38095238095238104,2,-1,-1,0.90627854,12,,4,0,"[0.2289939507238011, 0.8493295521179028]","[0.6624812386347962, 0.30937665187318186]"
Troy,0.7399267399267401,0.6555023923444977,0.8285714285714286,0.8275862068965517,0.5687500000000001,0.3333333333333333,0.28840970350404316,0.8883720930232561,0.5357142857142857,0.45238095238095244,0.2531645569620253,0.23809523809523814,1,-1,-1,0.83765648,15,,14,0,"[0.45539653351806614, 0.7834530192892264]","[0.6725598916520976, 0.20107774057720187]"
Idaho,0.7802197802197802,0.7368421052631581,0.7999999999999999,1.0,0.38749999999999996,0.3333333333333333,0.3746630727762803,0.4790697674418605,0.39285714285714285,0.4285714285714287,0.5759493670886074,0.8571428571428573,2,-1,1,0.85701995,14,,8,1,"[0.43291112639637935, 0.9430802650561393]","[0.840034604543565, 0.7846359283424568]"
UNLV,0.8241758241758242,0.47368421052631593,0.7999999999999999,0.8965517241379308,0.625,0.25,0.2911051212938005,0.2883720930232557,0.41071428571428564,0.4285714285714287,0.39240506329113917,0.6190476190476192,2,-1,-1,0.99648249,10,,15,0,"[0.3669592182427664, 0.8831073654249375]","[0.7374720906874952, 0.6003963184381816]"
Washington State,0.827838827838828,0.7942583732057417,0.3714285714285714,0.7586206896551724,0.4437500000000001,0.0,0.5579514824797844,0.8604651162790697,0.12499999999999999,0.6428571428571429,0.8164556962025316,0.6666666666666669,2,-1,1,0.43912366,33,,38,1,"[0.6738682379185762, 0.9300848651094862]","[0.920480824001026, 0.8036085625231111]"
Iowa State,0.8351648351648352,0.688995215311005,0.8285714285714286,0.8620689655172413,0.8187500000000001,0.25,0.32614555256064687,0.35813953488372086,0.4285714285714286,0.3571428571428573,0.4430379746835443,0.2857142857142858,2,-1,1,1.19069337,4,,3,1,"[0.3936893395758069, 0.8456350870630235]","[0.7543702090020166, 0.18902367684028268]"
Old Dominion,0.8388278388278388,0.9904306220095699,0.6571428571428571,0.7586206896551724,0.6500000000000001,0.29166666666666663,0.5606469002695417,0.6883720930232559,0.6428571428571429,0.7380952380952382,0.4999999999999999,0.4285714285714287,2,-1,1,0.75967777,18,,6,1,"[0.6441959070744362, 0.822928222127609]","[0.8591173479010342, 0.5028949971227841]"
Colorado,0.8424908424908426,0.5741626794258375,0.7999999999999999,0.8620689655172413,0.5125,0.08333333333333334,0.4690026954177897,0.7581395348837211,0.49999999999999994,0.45238095238095244,0.6582278481012657,0.523809523809524,2,-1,1,0.68994562,20,,20,1,"[0.5239490687496374, 0.8816988288332315]","[0.848457087094488, 0.5217935030196902]"
North Carolina,0.8424908424908426,0.5263157894736844,0.6857142857142858,0.8620689655172413,0.65625,0.4583333333333333,0.5956873315363882,0.6651162790697676,0.48214285714285715,0.5238095238095238,0.6012658227848101,0.523809523809524,2,-1,1,0.31974694,40,,10,1,"[0.5629174140913872, 0.8398842099616791]","[0.8164145551070369, 0.638902914072811]"
New Mexico State,0.8461538461538463,0.7081339712918662,1.0,0.8620689655172413,0.6312500000000001,0.4583333333333333,0.3611859838274933,0.6465116279069769,0.5714285714285714,0.4761904761904764,0.4493670886075948,1.0,2,-1,-1,0.95643163,11,,1,0,"[0.4614336347041204, 0.9763981892393284]","[0.864447461444802, 0.7984444065733712]"
Tulsa,0.8534798534798534,0.6842105263157896,0.7714285714285715,1.0,0.4750000000000001,0.25,0.36657681940700804,0.33023255813953506,0.4285714285714286,0.4285714285714287,0.5189873417721518,0.5714285714285715,2,-1,1,0.9966158,9,,9,1,"[0.40643309944690315, 0.8983779290408024]","[0.8247307886240969, 0.6352030946106098]"
California,0.8717948717948718,0.8564593301435406,0.3428571428571429,0.7931034482758619,0.84375,0.29166666666666663,0.7331536388140161,0.6418604651162791,0.49999999999999994,0.6428571428571429,0.7721518987341771,0.4761904761904763,2,-1,-1,0.42785409,34,,13,0,"[0.6811672476398636, 0.8547474851514653]","[0.926074499847292, 0.46343693132909625]"
Western Kentucky,0.8754578754578755,0.7607655502392346,0.6285714285714287,0.9310344827586207,0.7437500000000001,0.4583333333333333,0.8975741239892182,0.9441860465116284,0.6428571428571429,0.8571428571428573,0.8037974683544303,0.33333333333333337,2,-1,1,-0.041972,58,,2,1,"[0.7191014010950213, 0.8287565629309549]","[0.9645914163646913, 0.4797973677373288]"
Eastern Michigan,0.9120879120879122,0.8755980861244022,0.7142857142857143,0.9310344827586207,0.5625,0.125,0.11051212938005389,0.21395348837209316,0.41071428571428564,0.261904761904762,0.09493670886075949,0.8571428571428573,2,-1,-1,1.90740473,0,,7,0,"[0.29293827769812864, 0.9817255695600496]","[0.8131708801691333, 0.7426831494112259]"
SMU,0.9267399267399268,0.7416267942583735,0.6857142857142858,0.8965517241379308,0.6875,0.25,0.0,0.2744186046511628,0.3571428571428571,0.16666666666666663,0.02531645569620244,0.8571428571428573,1,-1,1,1.90401008,1,,5,1,"[0.2797980284732285, 0.984677386158787]","[0.769739250953175, 0.6539274252610994]"
Texas Tech,0.9267399267399268,0.5454545454545456,0.6857142857142858,0.7931034482758619,0.8062500000000001,0.25,0.5229110512129379,0.5488372093023256,0.6964285714285714,0.761904761904762,0.6582278481012657,0.761904761904762,2,-1,1,0.57710637,23,,11,1,"[0.5825488549673251, 0.8881345547867766]","[0.912471174602155, 0.661195583328719]"
Georgia State,1.0,0.9760765550239234,1.0,0.8965517241379308,0.7125000000000001,0.0,0.3126684636118598,0.5395348837209305,0.30357142857142855,0.4761904761904764,0.37974683544303794,0.8571428571428573,2,-1,1,1.77136376,2,,0,1,"[0.38865914946588015, 1.0]","[1.0, 0.7611600476353576]"
